label,text
NO_PRETOX_REL,"COMPOUND_XXX , batch C0062 , was intraperitoneally administered at a dosage of 50 ( group 2 , 3 males ) for 28 days , at a dosage volume of 20 mL / kg , once daily ."
NO_PRETOX_REL,"The effects of COMPOUND_XXX were evaluated using clinical , biochemical and hematological parameters , bone marrow examinations , urinalysis , coagulation studies , necropsy findings , organ weight analysis and microscopic examinations ."
PRETOX_REL,Animal H 944 / group | experienced a possibly false intratracheal application of application formulation in week 3 of the study with a subsequent deterioration of the health condition with rapid regeneration .
NO_PRETOX_REL,"At the initiation of dosing , the monkeys were approximately 3 to 4.5 years of age and weighed from 3.4 to 3.9 kg for males and 2.6 to 4.4 kg for females ."
PRETOX_REL,"- atrophic lymphoid changes in thymus , in the mesenteric lymph nodes and in Peyer ’s patch were observed in both sexes at 40 mg / kg , correlated at necropsy with low organ weights and / or thymus of small size and consistent with the decrease in myeloid to erythroid ratio ."
NO_PRETOX_REL,"Based on these results , both the No Effect Level ( NOEL ) and the No Adverse Effect Level ( NOAEL ) are below the lowest dose level , 30 mg / kg / day ."
PRETOX_REL,"- Liver : increase in GLDH ( M > F ) , PAL ( M ) , ASAT ( M ) and ALAT ( M ) activities and increase in serum total bilirubin concentration ( M > F ) correlated at macroscopic and microscopic examination ."
PRETOX_REL,Emetic changes ( emesis with food or apparent compound ) were also observed three of the high dose females generally during the last week of the dosing phase .
NO_PRETOX_REL,Exposure to COMPOUND_XXX was approximately dose proportional from 100 to 270 mg / kg and no evidence of accumulation was found when exposures on Day 1 and Day 28 were compared .
PRETOX_REL,"At 50 mg / kg / day , red ears , squinting , swollen appendage , red feet , dry perineal staining and presence of apparent blood or dark yellow urine on cage paper were observed ."
PRETOX_REL,Drug - related effects on body weight were noted in Group IT females and Groups IV and V animals when compared to Control values .
NO_PRETOX_REL,d. Ophthaimoscopic findings The individual data for the ophthalmoscopic investigations can be found in the appendix of the report .
PRETOX_REL,"At 3 500 ppm , clinical pathology analysis revealed lower mean total cholesterol concentrations in both sexes ( - 52 % and -51 % in males and females , respectively ) ."
PRETOX_REL,"Reversible , dose - dependent increased liver weights occurred in males at doses ≥ 15 mg / kg / day while pertinent necropsy findings were observed at doses ≥ 15 mg / kg / day consisting of mucosal foci or mucosal discoloration of the gall bladder and mottled discoloration of the liver in one high - dose female ."
PRETOX_REL,"Summary of results and discussion Treatment of cynomolgus monkeys with COMPOUND_XXX was associated with gastrointestinal symptoms such as vomiting , decreased food consumption resulting in weight loss at a daily dose of 160 μmol / kg bw ."
NO_PRETOX_REL,The data were used to investigate the mechanism of mucosal cell proliferation in the small intestine in previous mouse studies with the test item .
NO_PRETOX_REL,Gross - pathological and histopathological findings At the time of necropsy no toxicologically relevant changes were found in respect of the nutritional state of the animals up to and including group | .
PRETOX_REL,Changes seen at 75 mg / kg as regards pre and post natal losses were considered not compoundrelated since not confirmed at the highest dose and since the values fell within the normal range of variability of the historical control data for the laboratory .
PRETOX_REL,"With respect to course of the DAO inhibition , there was no clear correlation to the jejunal mucosa concentrations of COMPOUND_XXX and PAG ."
PRETOX_REL,"In conclusion , daily oral administration of COMPOUND_XXX to rats for two weeks at doses of 50 , 150 or 450 mg / kg / day resulted in dose - related decreases in serum and plasma glucose levels as well as in - life observations consistent with severe and prolonged hypoglycemia ."
PRETOX_REL,"In accordance with oral mucosa and skin lesions , white blood cell count ( WBC ) and fibrinogen was increased at 1.0 ( 1.5 ) mg / kg / day ."
NO_PRETOX_REL,The purpose of this oral study in dogs was to follow the progression and then reversibility of long - term liver toxicity .
NO_PRETOX_REL,"Therefore , the observation is considered treatment - related but not toxicologically relevant ."
NO_PRETOX_REL,"The ano - genital distance of pups ( males and females ) belonging to the treated group was similar to those of male and female control pups respectively , either when recorded at birth or on Day 4 at necropsy and the external sex corresponded to the internal one , checked at sacrifice , in all pups ."
PRETOX_REL,"Clinically , local irritations at the snout such as reddening and / or swelling at the low dose and higher were observed ."
NO_PRETOX_REL,"However , due to the isolated nature of the death , a relationship to the test article was not evident ."
PRETOX_REL,"Food intake was sporadically decreased in 15 animals at 50 mg / kg , 11 animals at 25 mg / kg , from Day 39 and 57 , respectively ."
PRETOX_REL,Summary of results and discussion Following suspected or clear - cut compound - related findings were observed : From 35 mg / kg COMPOUND_XXX onwards : - single or repeated vomitus over several days with dose - dependently increasing frequency and incidence in two animals of group 2 and all animals of groups 3 and 4 - _ slight decrease in systolic blood pressure in individual animals of all groups From 100 mg / kg COMPOUND_XXX onwards : - sialorrhea with dose - dependently increasing frequency and incidence in one animal of group 3 and all animals of group 4 - decrease in food intake in one animal of group 3 ( no. 8566 ) and in all animals of group 4 - decrease in water consumption in one animal of group 3 ( no. 8566 ) and in all animals of group 4 - distinct loss of body weight in one animal of group 3 ( no 8566 ) and in all animals of group 4 - decrease in heart rate in one animal of group 3 ( no. 8566 ) and in all animals of group 4 ; this effect provoked a prolongation of the PQ - and QT - intervals in the above - mentioned animals - _ slight increase in alkaline phosphatase on day 27 - slight increase in fibrinogen on day 27 - slight increase in sedimentation rate in one animal only of group 3 - emaciation of one animal each in group 3 and 4 - hypocellularity of bone marrow of femur and sternum .
NO_PRETOX_REL,"The AUC ( 0 - 24 h ) values were 4840 , 5170 , 3100 , 3760 ng.h / mL for male nos. 2001 , 3001 , 4001 and 4002 at 6 , 20 and 60 mg / kg / day , respectively on days 1 - 2 ."
NO_PRETOX_REL,"The change was present at all dose levels , but only in female rats ."
NO_PRETOX_REL,The dose of 30 mg / kg / day was considered to be a no observed effect level ( NOEL ) in males .
NO_PRETOX_REL,"As can be seen from the table , feed intake showed no changes up to and including group Hl ."
NO_PRETOX_REL,"There was no relationship to dose and , in the absence of any similar finding in the females , this finding was considered of doubtful toxicological significance ."
PRETOX_REL,Administration of COMPOUND_XXX for up to 26 days resulted in a slight decrease of body weight gains ( 28 % ) and food consumption .
PRETOX_REL,It should be noted that no off - target effects were seen in this study and that all findings resulting from severe hypoglycemia are not clinically relevant since the test species in the current study is a euglycemic model while the target population is hyperglycemic patients .
NO_PRETOX_REL,The mean plasma levels are given in T 5 .
PRETOX_REL,In all animals from the high dose group desquamations of the skin were observed .
NO_PRETOX_REL,"Isopropanol , soap and water were used to remove the test items ."
PRETOX_REL,Test article - related decrease in food consumption was observed in only one high dose female during week 2 with concomitant body weight loss .
PRETOX_REL,Phagocytic activities of tissue macrophages and foreign - body giant cells are therefore predominant in the histopathological picture .
PRETOX_REL,A decrease in food consumption was observed at 30 mg / kg ( statistically significantly ) in the 2nd treatment week by 11.5 % in males and 9.1 % in females .
NO_PRETOX_REL,An overview of the key pharmacokinetic parameters determined in this study is given in TT 1 .
PRETOX_REL,Urinalysis data were suggestive of urinary tract inflammation and / or kidney lesions and correlated with the changes in the histopathological examination .
PRETOX_REL,"In the female reproductive tract , minimal unilateral to bilateral ovarian cysts were seen in two rats , which were combined with minimal acute focal unilateral hemorrhages in the corpora lutea in one case ."
PRETOX_REL,"In the glandular stomach , mild erosions / ulcerations , inflammation and hemorrhages were found , cytoplasmic vacuolation was shown in the epithelium of limiting ridge of the forestomach ."
PRETOX_REL,"However since the magnitude of liver weight variations at 80 mg / kg was minor and not associated with any liver histomorphological changes , it was considered to be of no toxicological significance at this low dose ."
NO_PRETOX_REL,No effects on female reproductive organs were seen at postmortem examination .
NO_PRETOX_REL,"Food consumption during the recovery period was comparable to control , for treated males and females ."
NO_PRETOX_REL,"On days 1 - 2 , AUC ( 0 - 24h ) values were 2.48 , 9.12 , and 46.6 ng.h / mL in males and 8.50 , 20.5 , and 67.0 ng.h / mL in females at 3 , 10 , and 30 mg / kg , respectively ."
PRETOX_REL,Test article - related clinical signs were observed at all doses .
NO_PRETOX_REL,"At 1 mg / kg the maximum 89 Y plasma levels at 5 minutes after injection were 19.0 and 24.9 μg / mL on day 0 and day 27 , respectively ."
PRETOX_REL,The focal increased cytolysosomes in skeletal muscle of animal No. 56 ( COMPOUND_XXX 180 mg / kg / day ) resemble to necrotic changes of mitochondria and cytoplasm .
NO_PRETOX_REL,No mortality was seen in the animals .
NO_PRETOX_REL,"The animals were received from Charles River Laboratories , Kingston , New York , and were approximately 6 to 8 weeks of age and weighed from 180.2 to 223.2 g for males and 151.7 to 188.5 g for females at initiation of dosing ."
NO_PRETOX_REL,"Toxicokinetic evaluations were conducted on toxicokinetic subgroup animals on day 1 , and weeks 11 and 25 at 0.5 , 1 , 2 , 6 and 24 hour post dose ."
NO_PRETOX_REL,"In conclusion , the identity of the test article was proved , and the COMPOUND_XXX concentrations were within the range of variation accepted ; hence , the preparations for application were done with the correct compound and at the correct concentrations ."
